checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_length,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
no_checking_account,19,all_credits_paid_back,radio_television,2282,<100 DM,4_to_7 years,2,male_single,none,3,car_or_other,40,none,rent,2,skilled_employee,2,none,yes,Good
0_to_200 DM,20,critical_account,car_new,3474,<100 DM,<1 year,1,male_single,none,4,unknown_no_property,43,none,own,1,unskilled_resident,1,none,no,Bad
<0 DM,8,existing_credits_paid_duly,car_used,1547,<100 DM,>7 years,2,male_married_widowed,none,2,real_estate,35,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,30,no_credits_taken,car_new,3810,<100 DM,>7 years,1,male_married_widowed,co-applicant,1,car_or_other,22,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,23,existing_credits_paid_duly,car_new,4998,<100 DM,<1 year,4,male_single,none,3,unknown_no_property,28,none,own,1,skilled_employee,1,yes_registered,yes,Bad
>200 DM,31,all_credits_paid_back,repairs,952,500_to_1000 DM,1_to_4 years,2,male_divorced_separated,none,1,car_or_other,45,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,5,existing_credits_paid_duly,car_used,1006,<100 DM,1_to_4 years,4,male_single,none,4,real_estate,19,bank,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,51,delay_in_past,business,1638,500_to_1000 DM,1_to_4 years,2,male_single,none,1,real_estate,49,none,own,3,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,18,all_credits_paid_back,business,2242,<100 DM,<1 year,3,male_single,none,4,real_estate,41,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,33,critical_account,radio_television,1252,>1000 DM,4_to_7 years,3,male_single,co-applicant,3,car_or_other,50,bank,own,2,skilled_employee,1,none,yes,Good
no_checking_account,12,no_credits_taken,car_new,4658,<100 DM,>7 years,1,male_single,none,2,car_or_other,34,none,for_free,3,skilled_employee,1,yes_registered,yes,Good
>200 DM,26,existing_credits_paid_duly,furniture_equipment,2432,<100 DM,1_to_4 years,4,female_single,none,1,unknown_no_property,21,none,for_free,3,skilled_employee,1,none,yes,Good
no_checking_account,12,critical_account,radio_television,1858,<100 DM,<1 year,1,female_divorced_separated_married,none,4,building_society_savings,40,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,15,existing_credits_paid_duly,furniture_equipment,661,100_to_500 DM,4_to_7 years,4,male_single,none,3,building_society_savings,50,none,own,1,highly_qualified_employee,1,none,yes,Good
<0 DM,47,existing_credits_paid_duly,car_new,719,unknown_no_savings,1_to_4 years,4,male_divorced_separated,none,2,car_or_other,46,none,rent,1,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,radio_television,2201,<100 DM,>7 years,3,female_single,none,4,car_or_other,31,none,rent,1,skilled_employee,2,none,yes,Bad
no_checking_account,22,existing_credits_paid_duly,education,406,<100 DM,1_to_4 years,3,female_divorced_separated_married,none,2,unknown_no_property,37,bank,own,2,skilled_employee,2,none,yes,Good
<0 DM,29,critical_account,radio_television,3673,unknown_no_savings,<1 year,4,female_divorced_separated_married,none,3,car_or_other,32,none,own,3,skilled_employee,1,yes_registered,yes,Bad
<0 DM,25,existing_credits_paid_duly,car_new,1618,100_to_500 DM,<1 year,3,male_single,none,3,building_society_savings,29,none,own,1,skilled_employee,2,yes_registered,yes,Good
<0 DM,21,critical_account,radio_television,17503,<100 DM,>7 years,4,male_single,none,1,car_or_other,46,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,23,critical_account,car_new,9095,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,4,unknown_no_property,27,none,for_free,1,highly_qualified_employee,1,yes_registered,yes,Bad
no_checking_account,59,existing_credits_paid_duly,car_new,1592,<100 DM,>7 years,1,male_single,none,2,building_society_savings,29,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,19,critical_account,education,1678,100_to_500 DM,<1 year,3,male_single,none,1,real_estate,27,none,own,3,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,21,existing_credits_paid_duly,car_used,3629,<100 DM,1_to_4 years,3,male_divorced_separated,none,2,real_estate,25,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,32,critical_account,car_used,5956,unknown_no_savings,1_to_4 years,4,male_single,co-applicant,3,real_estate,37,none,for_free,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,33,existing_credits_paid_duly,car_new,574,<100 DM,>7 years,2,male_married_widowed,none,3,car_or_other,48,none,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,34,delay_in_past,education,517,<100 DM,>7 years,4,male_single,none,4,real_estate,34,none,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,26,existing_credits_paid_duly,radio_television,1169,<100 DM,<1 year,2,male_single,none,1,real_estate,25,stores,for_free,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,12,existing_credits_paid_duly,radio_television,2718,unknown_no_savings,1_to_4 years,3,male_single,none,2,building_society_savings,45,stores,rent,2,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,41,delay_in_past,radio_television,2560,>1000 DM,<1 year,2,male_single,none,4,car_or_other,55,none,own,3,skilled_employee,1,yes_registered,yes,Good
no_checking_account,11,delay_in_past,car_new,3823,<100 DM,1_to_4 years,3,female_divorced_separated_married,none,1,building_society_savings,31,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,23,no_credits_taken,furniture_equipment,780,500_to_1000 DM,1_to_4 years,2,male_single,none,4,car_or_other,32,none,for_free,1,highly_qualified_employee,1,none,yes,Good
<0 DM,14,existing_credits_paid_duly,furniture_equipment,357,<100 DM,>7 years,3,male_married_widowed,none,1,real_estate,41,stores,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,19,critical_account,car_new,3296,<100 DM,>7 years,4,female_single,none,4,real_estate,54,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,23,delay_in_past,furniture_equipment,1012,<100 DM,1_to_4 years,3,male_single,none,2,building_society_savings,32,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,23,critical_account,business,440,<100 DM,1_to_4 years,3,male_divorced_separated,none,3,building_society_savings,26,none,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,24,critical_account,car_new,2001,<100 DM,>7 years,4,female_divorced_separated_married,none,2,building_society_savings,42,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,41,critical_account,car_used,3150,unknown_no_savings,>7 years,4,male_single,none,1,real_estate,44,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,24,delay_in_past,car_new,1659,<100 DM,unemployed,3,male_single,none,2,unknown_no_property,36,bank,own,1,skilled_employee,1,none,yes,Bad
<0 DM,17,existing_credits_paid_duly,car_used,1312,unknown_no_savings,1_to_4 years,2,female_divorced_separated_married,none,1,car_or_other,31,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,30,existing_credits_paid_duly,business,1617,<100 DM,1_to_4 years,4,female_single,none,2,real_estate,46,bank,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,34,critical_account,furniture_equipment,1394,100_to_500 DM,<1 year,4,male_single,none,3,real_estate,41,none,own,1,skilled_employee,1,yes_registered,yes,Good
>200 DM,11,delay_in_past,furniture_equipment,703,<100 DM,<1 year,2,female_single,none,3,unknown_no_property,30,bank,own,1,highly_qualified_employee,1,none,yes,Bad
no_checking_account,26,all_credits_paid_back,radio_television,1096,<100 DM,unemployed,2,male_single,none,4,car_or_other,37,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
>200 DM,27,existing_credits_paid_duly,car_new,2604,<100 DM,4_to_7 years,4,male_single,none,4,building_society_savings,26,none,rent,2,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,17,critical_account,furniture_equipment,2264,<100 DM,1_to_4 years,1,male_single,co-applicant,3,car_or_other,43,none,rent,1,skilled_employee,2,none,yes,Good
no_checking_account,37,existing_credits_paid_duly,furniture_equipment,2033,100_to_500 DM,unemployed,4,male_single,none,2,car_or_other,34,none,own,4,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,radio_television,900,<100 DM,<1 year,2,male_single,none,3,car_or_other,32,stores,own,1,skilled_employee,1,none,yes,Good
>200 DM,21,existing_credits_paid_duly,others,1592,>1000 DM,>7 years,4,male_single,none,2,building_society_savings,36,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,18,existing_credits_paid_duly,radio_television,393,<100 DM,>7 years,3,male_single,none,4,building_society_savings,36,none,rent,1,skilled_employee,1,yes_registered,no,Good
0_to_200 DM,20,existing_credits_paid_duly,furniture_equipment,2048,<100 DM,1_to_4 years,3,female_single,none,2,real_estate,45,bank,rent,2,skilled_employee,2,yes_registered,yes,Good
no_checking_account,12,existing_credits_paid_duly,repairs,4915,<100 DM,1_to_4 years,4,male_single,none,1,unknown_no_property,42,none,own,2,unemployed_unskilled_non_resident,1,none,yes,Good
no_checking_account,10,all_credits_paid_back,car_new,644,unknown_no_savings,>7 years,3,male_single,co-applicant,4,car_or_other,35,none,own,3,unskilled_resident,1,yes_registered,yes,Good
<0 DM,41,critical_account,car_new,1199,500_to_1000 DM,<1 year,3,male_married_widowed,none,2,real_estate,44,none,for_free,4,unemployed_unskilled_non_resident,2,none,yes,Bad
<0 DM,13,existing_credits_paid_duly,car_new,2276,<100 DM,<1 year,1,female_divorced_separated_married,none,4,unknown_no_property,40,none,own,1,skilled_employee,2,none,yes,Good
<0 DM,12,critical_account,furniture_equipment,4345,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,4,unknown_no_property,32,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,7,critical_account,furniture_equipment,1321,<100 DM,<1 year,2,male_single,co-applicant,1,unknown_no_property,35,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,15,existing_credits_paid_duly,radio_television,1113,unknown_no_savings,1_to_4 years,4,male_single,none,1,unknown_no_property,35,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,11,delay_in_past,business,455,100_to_500 DM,>7 years,2,male_married_widowed,none,3,unknown_no_property,41,none,rent,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,42,existing_credits_paid_duly,furniture_equipment,1943,<100 DM,4_to_7 years,2,male_single,none,3,real_estate,33,bank,rent,2,highly_qualified_employee,2,yes_registered,yes,Good
0_to_200 DM,31,critical_account,furniture_equipment,7551,<100 DM,1_to_4 years,3,male_single,none,2,car_or_other,33,none,rent,3,skilled_employee,1,none,yes,Bad
no_checking_account,14,existing_credits_paid_duly,car_new,2195,<100 DM,>7 years,4,male_single,none,4,car_or_other,59,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,55,delay_in_past,car_new,1780,unknown_no_savings,unemployed,4,male_divorced_separated,none,3,real_estate,46,none,own,1,skilled_employee,1,yes_registered,no,Good
no_checking_account,31,existing_credits_paid_duly,radio_television,2265,<100 DM,<1 year,2,male_single,none,2,real_estate,30,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,17,existing_credits_paid_duly,furniture_equipment,1794,100_to_500 DM,1_to_4 years,1,male_married_widowed,none,1,unknown_no_property,42,none,own,2,unskilled_resident,1,yes_registered,yes,Good
<0 DM,6,existing_credits_paid_duly,education,1023,<100 DM,4_to_7 years,4,female_divorced_separated_married,none,4,building_society_savings,37,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,56,delay_in_past,car_new,3217,500_to_1000 DM,unemployed,2,male_single,none,2,unknown_no_property,40,none,own,3,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,10,critical_account,car_new,2117,>1000 DM,1_to_4 years,4,male_single,none,4,real_estate,37,none,own,2,unemployed_unskilled_non_resident,1,none,yes,Good
no_checking_account,9,existing_credits_paid_duly,furniture_equipment,1830,100_to_500 DM,4_to_7 years,4,female_divorced_separated_married,guarantor,2,real_estate,49,none,own,2,unskilled_resident,2,yes_registered,yes,Good
no_checking_account,31,delay_in_past,car_used,913,100_to_500 DM,4_to_7 years,4,female_divorced_separated_married,none,3,building_society_savings,39,none,for_free,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,60,existing_credits_paid_duly,car_new,4502,unknown_no_savings,4_to_7 years,2,female_single,none,4,real_estate,36,bank,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,37,critical_account,radio_television,2879,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,47,none,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,25,existing_credits_paid_duly,car_new,1227,<100 DM,<1 year,4,female_divorced_separated_married,none,2,car_or_other,38,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,26,critical_account,radio_television,3645,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,2,real_estate,37,bank,own,4,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,29,existing_credits_paid_duly,car_used,1276,unknown_no_savings,<1 year,3,male_single,none,4,real_estate,39,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,28,existing_credits_paid_duly,car_new,1045,<100 DM,>7 years,2,male_single,none,2,building_society_savings,35,stores,own,2,unskilled_resident,1,none,yes,Good
0_to_200 DM,22,all_credits_paid_back,furniture_equipment,1062,500_to_1000 DM,1_to_4 years,2,male_single,none,2,real_estate,36,none,for_free,1,skilled_employee,1,none,yes,Good
0_to_200 DM,21,existing_credits_paid_duly,domestic_appliances,523,100_to_500 DM,1_to_4 years,3,female_divorced_separated_married,none,4,car_or_other,31,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,19,existing_credits_paid_duly,furniture_equipment,2515,<100 DM,>7 years,4,female_single,none,2,building_society_savings,30,none,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,14,existing_credits_paid_duly,radio_television,501,<100 DM,1_to_4 years,3,male_single,none,1,real_estate,28,none,own,2,skilled_employee,2,none,yes,Good
no_checking_account,17,critical_account,car_new,765,<100 DM,1_to_4 years,3,male_single,none,1,building_society_savings,25,none,own,2,skilled_employee,1,none,yes,Bad
no_checking_account,9,no_credits_taken,radio_television,422,<100 DM,>7 years,3,male_single,co-applicant,4,real_estate,29,none,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,19,existing_credits_paid_duly,car_used,1702,<100 DM,>7 years,4,male_single,none,4,real_estate,35,none,own,3,skilled_employee,1,none,yes,Good
no_checking_account,12,existing_credits_paid_duly,radio_television,1627,<100 DM,4_to_7 years,4,male_married_widowed,none,2,real_estate,37,none,own,4,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,12,no_credits_taken,radio_television,1438,unknown_no_savings,unemployed,2,female_single,none,2,unknown_no_property,34,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,21,existing_credits_paid_duly,business,871,unknown_no_savings,1_to_4 years,3,male_single,none,2,unknown_no_property,20,none,own,3,skilled_employee,1,yes_registered,yes,Good
no_checking_account,37,existing_credits_paid_duly,furniture_equipment,795,<100 DM,>7 years,2,male_married_widowed,none,4,car_or_other,54,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,30,existing_credits_paid_duly,car_new,2502,<100 DM,<1 year,4,male_single,none,1,building_society_savings,48,none,rent,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,9,existing_credits_paid_duly,car_new,1229,<100 DM,<1 year,4,female_single,none,4,real_estate,40,bank,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,12,existing_credits_paid_duly,repairs,2256,100_to_500 DM,>7 years,4,female_divorced_separated_married,none,2,car_or_other,58,bank,for_free,3,skilled_employee,1,none,yes,Good
no_checking_account,30,existing_credits_paid_duly,radio_television,972,unknown_no_savings,unemployed,2,male_single,none,4,car_or_other,28,none,own,1,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,12,no_credits_taken,radio_television,2052,<100 DM,>7 years,4,male_single,none,2,unknown_no_property,58,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,18,existing_credits_paid_duly,car_used,4502,<100 DM,1_to_4 years,1,male_married_widowed,none,4,real_estate,28,none,rent,1,unskilled_resident,1,none,yes,Good
no_checking_account,25,critical_account,furniture_equipment,2725,>1000 DM,1_to_4 years,4,male_divorced_separated,none,2,real_estate,38,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,12,existing_credits_paid_duly,car_new,1354,100_to_500 DM,unemployed,1,male_single,none,1,car_or_other,26,bank,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,21,delay_in_past,business,2164,<100 DM,>7 years,4,male_single,none,4,car_or_other,36,bank,own,1,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,11,existing_credits_paid_duly,radio_television,1527,100_to_500 DM,1_to_4 years,3,male_single,none,4,unknown_no_property,40,stores,rent,2,highly_qualified_employee,1,none,yes,Good
no_checking_account,15,critical_account,business,1818,<100 DM,1_to_4 years,4,male_single,none,2,car_or_other,35,none,own,3,skilled_employee,1,yes_registered,yes,Good
>200 DM,23,critical_account,car_used,1439,<100 DM,4_to_7 years,4,male_married_widowed,none,4,unknown_no_property,43,none,own,2,skilled_employee,1,none,no,Bad
no_checking_account,9,existing_credits_paid_duly,radio_television,1611,>1000 DM,4_to_7 years,2,male_single,none,3,building_society_savings,37,none,own,2,unskilled_resident,1,none,yes,Good
0_to_200 DM,24,critical_account,radio_television,2097,>1000 DM,>7 years,1,male_married_widowed,none,4,unknown_no_property,32,none,for_free,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,19,existing_credits_paid_duly,car_used,902,<100 DM,1_to_4 years,4,male_single,none,2,unknown_no_property,31,none,for_free,1,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,25,no_credits_taken,education,887,unknown_no_savings,1_to_4 years,2,male_single,none,3,unknown_no_property,44,none,for_free,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,22,critical_account,business,684,<100 DM,>7 years,2,male_single,none,3,building_society_savings,31,none,rent,1,highly_qualified_employee,1,none,yes,Good
no_checking_account,37,critical_account,retraining,589,>1000 DM,4_to_7 years,3,male_divorced_separated,none,2,real_estate,46,none,rent,3,unskilled_resident,1,none,yes,Good
no_checking_account,21,existing_credits_paid_duly,radio_television,771,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,49,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,16,existing_credits_paid_duly,car_used,2021,unknown_no_savings,<1 year,1,male_single,none,2,building_society_savings,24,bank,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,21,no_credits_taken,car_used,967,unknown_no_savings,>7 years,2,male_single,none,2,unknown_no_property,48,bank,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,25,existing_credits_paid_duly,business,2590,<100 DM,1_to_4 years,1,male_single,none,3,real_estate,61,bank,for_free,2,unskilled_resident,1,yes_registered,no,Good
<0 DM,20,critical_account,car_new,1852,unknown_no_savings,4_to_7 years,3,male_single,none,4,real_estate,38,bank,own,1,skilled_employee,1,none,yes,Bad
>200 DM,20,existing_credits_paid_duly,radio_television,455,unknown_no_savings,1_to_4 years,4,female_divorced_separated_married,none,2,car_or_other,42,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,14,existing_credits_paid_duly,radio_television,2859,>1000 DM,<1 year,4,female_divorced_separated_married,none,2,real_estate,47,none,for_free,2,skilled_employee,1,none,yes,Good
no_checking_account,14,existing_credits_paid_duly,radio_television,3189,<100 DM,4_to_7 years,4,male_single,guarantor,4,building_society_savings,34,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,10,no_credits_taken,others,901,>1000 DM,unemployed,2,male_single,guarantor,2,building_society_savings,38,none,rent,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,44,existing_credits_paid_duly,car_used,2426,unknown_no_savings,1_to_4 years,4,female_divorced_separated_married,none,4,car_or_other,26,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,11,delay_in_past,furniture_equipment,992,<100 DM,1_to_4 years,3,male_single,none,4,real_estate,37,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,14,critical_account,car_new,1935,unknown_no_savings,1_to_4 years,2,male_single,none,3,unknown_no_property,41,none,own,3,skilled_employee,1,none,yes,Good
no_checking_account,14,critical_account,furniture_equipment,746,<100 DM,>7 years,4,male_single,none,4,building_society_savings,41,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,30,no_credits_taken,car_used,515,<100 DM,>7 years,4,male_single,none,4,unknown_no_property,47,stores,rent,2,highly_qualified_employee,1,yes_registered,yes,Bad
<0 DM,17,critical_account,furniture_equipment,1383,<100 DM,>7 years,4,male_single,guarantor,3,building_society_savings,30,none,for_free,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,35,critical_account,education,1658,<100 DM,unemployed,4,male_single,none,3,real_estate,32,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,14,critical_account,business,1368,100_to_500 DM,<1 year,2,male_single,none,4,real_estate,58,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,22,existing_credits_paid_duly,car_new,789,<100 DM,1_to_4 years,2,male_single,none,3,real_estate,35,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,13,existing_credits_paid_duly,furniture_equipment,1366,unknown_no_savings,>7 years,4,male_single,none,4,car_or_other,38,none,rent,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,52,existing_credits_paid_duly,business,2183,<100 DM,>7 years,2,male_single,co-applicant,2,real_estate,35,bank,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,11,all_credits_paid_back,car_new,1752,<100 DM,>7 years,3,male_divorced_separated,none,2,building_society_savings,29,bank,own,1,unemployed_unskilled_non_resident,1,yes_registered,yes,Bad
no_checking_account,23,existing_credits_paid_duly,car_new,2054,<100 DM,1_to_4 years,4,male_single,none,2,car_or_other,54,none,own,2,skilled_employee,1,none,yes,Bad
0_to_200 DM,26,existing_credits_paid_duly,car_new,1131,<100 DM,1_to_4 years,4,male_single,none,1,real_estate,32,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,24,existing_credits_paid_duly,radio_television,4105,unknown_no_savings,1_to_4 years,3,female_single,none,1,real_estate,27,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,18,critical_account,car_new,793,100_to_500 DM,<1 year,4,male_married_widowed,none,4,car_or_other,32,bank,rent,1,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,18,existing_credits_paid_duly,business,2543,unknown_no_savings,unemployed,4,male_single,none,4,unknown_no_property,22,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,20,all_credits_paid_back,furniture_equipment,4135,<100 DM,>7 years,4,male_single,none,4,real_estate,31,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,18,critical_account,furniture_equipment,2531,<100 DM,1_to_4 years,2,female_divorced_separated_married,none,3,real_estate,28,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,30,critical_account,car_used,1569,<100 DM,1_to_4 years,2,male_single,none,4,unknown_no_property,42,none,own,1,skilled_employee,1,none,yes,Bad
<0 DM,54,critical_account,furniture_equipment,1249,<100 DM,<1 year,2,male_single,none,3,real_estate,30,none,for_free,4,skilled_employee,1,none,yes,Bad
no_checking_account,15,critical_account,radio_television,3734,<100 DM,>7 years,2,male_single,none,4,unknown_no_property,45,none,own,2,unskilled_resident,1,yes_registered,yes,Good
>200 DM,10,existing_credits_paid_duly,radio_television,667,100_to_500 DM,4_to_7 years,2,male_single,none,2,real_estate,51,none,own,1,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,19,critical_account,radio_television,916,<100 DM,4_to_7 years,2,female_divorced_separated_married,none,4,unknown_no_property,44,stores,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,64,all_credits_paid_back,radio_television,1368,500_to_1000 DM,>7 years,3,female_single,co-applicant,4,building_society_savings,34,bank,own,2,skilled_employee,1,none,yes,Good
<0 DM,13,existing_credits_paid_duly,business,4299,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,2,unknown_no_property,37,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,41,existing_credits_paid_duly,repairs,2358,<100 DM,4_to_7 years,2,female_single,none,3,building_society_savings,24,none,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,42,existing_credits_paid_duly,radio_television,918,100_to_500 DM,unemployed,4,female_single,none,3,car_or_other,35,none,own,3,skilled_employee,1,none,yes,Bad
0_to_200 DM,15,existing_credits_paid_duly,car_new,1455,<100 DM,<1 year,4,male_single,none,2,real_estate,29,none,own,1,skilled_employee,2,none,yes,Good
<0 DM,25,delay_in_past,car_new,1176,unknown_no_savings,>7 years,1,male_single,none,3,real_estate,43,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,41,critical_account,car_new,1100,100_to_500 DM,>7 years,4,male_single,none,2,car_or_other,69,none,own,2,unskilled_resident,1,yes_registered,yes,Good
<0 DM,16,existing_credits_paid_duly,radio_television,3587,<100 DM,1_to_4 years,4,male_single,none,1,car_or_other,41,none,own,3,skilled_employee,1,none,yes,Bad
no_checking_account,18,existing_credits_paid_duly,furniture_equipment,692,unknown_no_savings,1_to_4 years,3,male_single,none,4,unknown_no_property,22,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,15,critical_account,furniture_equipment,5575,<100 DM,1_to_4 years,4,male_single,none,4,building_society_savings,33,none,own,2,skilled_employee,1,yes_registered,yes,Bad
>200 DM,12,delay_in_past,retraining,3228,<100 DM,unemployed,2,male_single,none,4,unknown_no_property,37,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,14,existing_credits_paid_duly,business,3880,100_to_500 DM,1_to_4 years,4,male_single,none,4,building_society_savings,37,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,11,delay_in_past,business,1307,<100 DM,<1 year,1,male_single,none,2,unknown_no_property,30,none,own,2,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,20,existing_credits_paid_duly,car_used,1627,>1000 DM,1_to_4 years,4,male_single,none,3,unknown_no_property,38,stores,own,3,skilled_employee,1,none,yes,Good
no_checking_account,14,existing_credits_paid_duly,radio_television,663,unknown_no_savings,>7 years,3,male_single,none,4,building_society_savings,26,none,own,1,skilled_employee,1,none,no,Good
<0 DM,22,critical_account,car_used,1252,unknown_no_savings,1_to_4 years,4,female_divorced_separated_married,co-applicant,4,unknown_no_property,28,none,own,2,skilled_employee,1,none,yes,Bad
no_checking_account,9,existing_credits_paid_duly,car_new,2554,<100 DM,<1 year,2,female_divorced_separated_married,none,2,unknown_no_property,43,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,23,existing_credits_paid_duly,car_new,4479,<100 DM,1_to_4 years,4,male_single,none,4,real_estate,28,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,29,critical_account,furniture_equipment,832,500_to_1000 DM,>7 years,4,female_divorced_separated_married,none,4,car_or_other,41,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,8,critical_account,furniture_equipment,1399,<100 DM,1_to_4 years,3,female_divorced_separated_married,none,4,real_estate,25,none,own,1,unskilled_resident,1,none,yes,Good
no_checking_account,23,all_credits_paid_back,repairs,1626,<100 DM,<1 year,4,male_married_widowed,none,4,car_or_other,56,none,for_free,2,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,34,existing_credits_paid_duly,car_new,680,<100 DM,1_to_4 years,3,male_divorced_separated,none,2,real_estate,30,none,for_free,1,skilled_employee,2,yes_registered,yes,Good
